정보공시 학교코드,시도교육청,교육지원청,지역,학교명,설립구분,점검영역_총개수,미관리_영역수,관리_영역수,최근점검일,평균점검일,점검경과일_평균,점검경과일_최근,학교급,환경_부적합_수,환경_미실시_수,환경_위험항목_수,학생수,환경위험_log,미관리_norm,환경위험_norm,경과일_norm,위험도_점수,위험군,우선순위_점수,지역분류
S010000730,서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,원촌중학교,공립,6,5,1,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,10.0,10.0,1229.0,2.3978952727983707,1.0,0.6336614981727328,0.0,70.91082943970018,고위험,290.0185637818371,구(대도시)
S010000983,서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,봉영여자중학교,사립,6,4,2,2025-02-26,2025-02-26 00:00:00.000000,125.0,125.0,중,0.0,9.0,9.0,521.0,2.302585092994046,0.8,0.6084750807294722,0.005494505494505475,60.17308425747918,고위험,223.70370041870012,구(대도시)
S020000346,부산광역시교육청,부산광역시교육청,부산광역시 동구,경남여자고등학교,공립,6,4,2,2025-02-28,2025-02-16 00:00:00.000000,135.0,123.0,고,0.0,7.0,7.0,547.0,2.0794415416798357,0.8,0.5495077527409008,0.03296703296703296,58.69419540088929,고위험,219.44471666072755,구(대도시)
S010000972,서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,덕원중학교,사립,6,3,3,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,19.0,19.0,734.0,2.995732273553991,0.6000000000000001,0.7916443316431058,0.0,56.1242629442225,고위험,216.99252723667968,구(대도시)
S030000620,대구광역시교육청,대구광역시동부교육지원청,대구광역시 수성구,경신중학교,사립,6,2,4,2024-12-27,2024-11-20 06:00:00.000000,222.0,186.0,중,0.0,19.0,19.0,951.0,2.995732273553991,0.4,0.7916443316431058,0.271978021978022,50.74788931784887,고위험,201.9074274925193,구(대도시)
S090005291,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,호평고등학교,공립,6,3,3,2025-02-25,2025-02-14 16:00:00.000000,136.0,126.0,고,0.0,8.0,8.0,955.0,2.1972245773362196,0.6000000000000001,0.5806327879665873,0.0357142857142857,49.76802486004024,고위험,198.09952733714033,시(중소도시)
S130001416,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 완산구,전주해성중학교,사립,6,3,3,2025-02-26,2025-01-13 00:00:00.000000,169.0,125.0,중,0.0,8.0,8.0,541.0,2.1972245773362196,0.6000000000000001,0.5806327879665873,0.12637362637362637,51.309233651249045,고위험,191.58864184659532,구(대도시)
S130001142,전북특별자치도교육청,전북특별자치도익산교육지원청,전북특별자치도 익산시,이리중학교,사립,6,2,4,2024-12-20,2024-10-06 00:00:00.000000,268.0,193.0,중,0.0,19.0,19.0,410.0,2.995732273553991,0.4,0.7916443316431058,0.3983516483516484,52.896240966200516,고위험,191.15864782368965,시(중소도시)
S030000722,대구광역시교육청,대구광역시동부교육지원청,대구광역시 수성구,대구삼육초등학교,사립,6,3,3,2025-02-28,2024-11-03 00:00:00.000000,240.0,123.0,초,0.0,12.0,12.0,194.0,2.5649493574615367,0.6000000000000001,0.6778067712229614,0.3214285714285715,57.83190916464345,고위험,190.26898279285015,구(대도시)
S010001729,서울특별시교육청,서울특별시북부교육지원청,서울특별시 노원구,청원중학교,사립,6,3,3,2025-02-23,2025-02-23 00:00:00.000000,128.0,128.0,중,0.0,10.0,10.0,493.0,2.3978952727983707,0.6000000000000001,0.6336614981727328,0.013736263736263743,51.14434592321667,고위험,188.91324882165867,구(대도시)
S140000842,전라남도교육청,전라남도목포교육지원청,전라남도 목포시,문태중학교,사립,6,2,4,2025-02-24,2024-12-31 12:00:00.000000,181.0,127.0,중,0.0,22.0,22.0,539.0,3.1354942159291497,0.4,0.8285774549523742,0.15934065934065939,50.05184722221956,고위험,186.81320223982485,시(중소도시)
S010001962,서울특별시교육청,서울특별시서부교육지원청,서울특별시 은평구,충암중학교,사립,6,2,4,2025-02-28,2025-02-17 06:00:00.000000,133.0,123.0,중,0.0,20.0,20.0,843.0,3.044522437723423,0.4,0.8045374921052872,0.027472527472527486,47.016770206507445,고위험,184.60394056505464,구(대도시)
S040000419,인천광역시교육청,인천광역시남부교육지원청,인천광역시 동구,재능중학교,사립,6,3,3,2025-02-27,2025-01-20 08:00:00.000000,161.0,124.0,중,0.0,10.0,10.0,316.0,2.3978952727983707,0.6000000000000001,0.6336614981727328,0.10439560439560441,52.685554714425464,고위험,184.4552493180194,구(대도시)
S130000403,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 전주시 덕진구,전라고등학교,공립,6,2,4,2025-02-27,2024-12-28 06:00:00.000000,184.0,124.0,고,0.0,15.0,15.0,802.0,2.772588722239781,0.4,0.7326770036545345,0.16758241758241765,47.02724221950074,고위험,183.62800374607045,구(대도시)
S010000615,서울특별시교육청,서울특별시교육청,서울특별시 마포구,홍익디자인고등학교,사립,6,3,3,2025-02-06,2025-02-04 00:00:00.000000,147.0,145.0,고,0.0,11.0,11.0,291.0,2.4849066497880004,0.6000000000000001,0.6566548958105609,0.06593406593406592,52.79049068262764,고위험,182.93926113112533,구(대도시)
S010000919,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울문정초등학교,공립,6,2,4,2025-02-25,2025-02-11 18:00:00.000000,139.0,126.0,초,0.0,19.0,19.0,737.0,2.995732273553991,0.4,0.7916443316431058,0.043956043956043966,46.87151569147524,고위험,181.30166445869932,구(대도시)
S150001643,경상북도교육청,경상북도김천교육지원청,경상북도 김천시,공학성의중학교,사립,6,3,3,2025-02-14,2025-02-10 00:00:00.000000,141.0,137.0,중,0.0,10.0,10.0,294.0,2.3978952727983707,0.6000000000000001,0.6336614981727328,0.04945054945054944,51.75148878035954,고위험,179.56845512973842,시(중소도시)
S150002654,경상북도교육청,경상북도영주교육지원청,경상북도 영주시,대영중학교,사립,6,3,3,2025-02-04,2025-02-04 00:00:00.000000,147.0,147.0,중,0.0,7.0,7.0,376.0,2.0794415416798357,0.6000000000000001,0.5495077527409008,0.06593406593406592,49.254634961328854,고위험,176.1513877014923,시(중소도시)
S130000921,전북특별자치도교육청,전북특별자치도부안교육지원청,전북특별자치도 부안군,백산중학교,사립,6,3,3,2024-12-19,2024-12-19 00:00:00.000000,194.0,194.0,중,0.0,10.0,10.0,133.0,2.3978952727983707,0.6000000000000001,0.6336614981727328,0.19505494505494503,54.22676350563426,고위험,169.57277235826254,군(농촌)
S130001005,전북특별자치도교육청,전북특별자치도순창교육지원청,전북특별자치도 순창군,순창북중학교,사립,6,3,3,2025-02-17,2025-02-12 16:00:00.000000,138.0,134.0,중,0.0,14.0,14.0,122.0,2.70805020110221,0.6000000000000001,0.7156222237991322,0.04120879120879123,54.316082835920824,고위험,167.8315419880775,군(농촌)
S130001588,전북특별자치도교육청,전북특별자치도정읍교육지원청,전북특별자치도 정읍시,신태인중학교,사립,6,4,2,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,9.0,9.0,60.0,2.302585092994046,0.8,0.6084750807294722,0.0,60.079677664072584,고위험,167.34171867557137,시(중소도시)
S140000841,전라남도교육청,전라남도목포교육지원청,전라남도 목포시,목포홍일중학교,사립,6,2,4,2025-02-10,2024-10-06 00:00:00.000000,268.0,141.0,중,0.0,7.0,7.0,499.0,2.0794415416798357,0.4,0.5495077527409008,0.3983516483516484,44.90573386242775,고위험,166.1049625798165,시(중소도시)
S090000821,경기도교육청,경기도평택교육지원청,경기도 평택시,태광고등학교,사립,6,1,5,2024-12-13,2024-12-13 00:00:00.000000,200.0,200.0,고,0.0,25.0,25.0,897.0,3.258096538021482,0.2,0.860976022136595,0.21153846153846156,42.00836257666148,고위험,166.0706657164562,시(중소도시)
S160001207,경상남도교육청,김해교육지원청,경상남도 김해시,주촌초등학교,공립,6,2,4,2025-02-27,2025-02-27 00:00:00.000000,124.0,124.0,초,0.0,8.0,8.0,1672.0,2.1972245773362196,0.4,0.5806327879665873,0.0027472527472527375,39.20758529960068,고위험,165.5930773678003,시(중소도시)
S050001118,광주광역시교육청,광주광역시교육청,광주광역시 광산구,운남고등학교,공립,6,2,4,2025-02-26,2025-02-10 00:00:00.000000,141.0,125.0,고,0.0,10.0,10.0,829.0,2.3978952727983707,0.4,0.6336614981727328,0.04945054945054944,41.751488780359516,고위험,163.6273450031924,구(대도시)
S160000675,경상남도교육청,경상남도교육청,경상남도 창원시 진해구,진해중앙고등학교,사립,6,1,5,2025-02-28,2024-12-14 00:00:00.000000,199.0,123.0,고,0.0,28.0,28.0,635.0,3.367295829986474,0.2,0.8898327398301857,0.20879120879120883,42.91393096384668,고위험,163.22129608488746,구(대도시)
S010001556,서울특별시교육청,서울특별시동작관악교육지원청,서울특별시 동작구,동양중학교,사립,6,2,4,2025-02-26,2025-02-07 18:00:00.000000,143.0,125.0,중,0.0,16.0,16.0,355.0,2.833213344056216,0.4,0.7486975067691372,0.05494505494505497,45.64108365744746,고위험,162.0920264627216,구(대도시)
S090001289,경기도교육청,경기도광주하남교육지원청,경기도 광주시,남한산초등학교,공립,6,3,3,2024-12-06,2024-12-06 00:00:00.000000,207.0,207.0,초,0.0,9.0,9.0,93.0,2.302585092994046,0.6000000000000001,0.6084750807294722,0.23076923076923084,54.00275458714952,고위험,160.5570938341631,시(중소도시)
S050000136,광주광역시교육청,광주광역시교육청,광주광역시 남구,동아여자고등학교,사립,6,1,5,2025-02-27,2024-10-26 00:00:00.000000,248.0,124.0,고,0.0,20.0,20.0,611.0,3.044522437723423,0.2,0.8045374921052872,0.3434065934065934,42.38764932738657,고위험,160.51149137188844,구(대도시)
S090003788,경기도교육청,경기도이천교육지원청,경기도 이천시,이천단월초등학교,공립,6,3,3,2025-02-25,2025-01-27 16:00:00.000000,154.0,126.0,초,0.0,13.0,13.0,86.0,2.6390573296152584,0.6000000000000001,0.6973903490356271,0.0851648351648352,54.46168371597789,고위험,160.0911678131429,시(중소도시)
S150000770,경상북도교육청,경상북도교육청,경상북도 구미시,구미제일고등학교,사립,6,2,4,2025-02-25,2025-02-12 12:00:00.000000,138.0,126.0,고,0.0,10.0,10.0,686.0,2.3978952727983707,0.4,0.6336614981727328,0.04120879120879123,41.61137889024963,고위험,159.6610605712809,구(대도시)
S090004006,경기도교육청,경기도평택교육지원청,경기도 평택시,한광중학교,사립,6,2,4,2025-02-28,2025-02-25 12:00:00.000000,125.0,123.0,중,0.0,10.0,10.0,777.0,2.3978952727983707,0.4,0.6336614981727328,0.005494505494505475,41.00423603310677,고위험,159.54664579496787,시(중소도시)
S150000937,경상북도교육청,경상북도교육청,경상북도 울릉군,울릉고등학교,공립,6,3,3,2025-02-24,2025-02-17 00:00:00.000000,134.0,127.0,고,0.0,15.0,15.0,80.0,2.772588722239781,0.6000000000000001,0.7326770036545345,0.030219780219780223,54.69207738433591,고위험,159.07108772369278,군(농촌)
S010002289,서울특별시교육청,서울특별시성북강북교육지원청,서울특별시 성북구,광운초등학교,사립,6,2,4,2025-02-27,2025-02-16 12:00:00.000000,134.0,124.0,초,0.0,11.0,11.0,564.0,2.4849066497880004,0.4,0.6566548958105609,0.030219780219780223,42.18334782548477,고위험,158.27396473243763,구(대도시)
S150003451,경상북도교육청,경상북도칠곡교육지원청,경상북도 칠곡군,다부초등학교,공립,6,2,4,2025-02-03,2024-05-30 18:00:00.000000,396.0,148.0,초,0.0,11.0,11.0,77.0,2.4849066497880004,0.4,0.6566548958105609,0.7500000000000001,54.41961156174852,고위험,157.38666487824534,군(농촌)
S150001329,경상북도교육청,경상북도고령교육지원청,경상북도 고령군,고령중학교개진분교장,공립,6,5,1,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,10.0,10.0,14.0,2.3978952727983707,1.0,0.6336614981727328,0.0,70.91082943970018,고위험,154.30843611611985,군(농촌)
S090001207,경기도교육청,경기도광명교육지원청,경기도 광명시,광명초등학교,공립,6,2,4,2025-02-28,2025-02-19 12:00:00.000000,131.0,123.0,초,0.0,10.0,10.0,539.0,2.3978952727983707,0.4,0.6336614981727328,0.02197802197802201,41.28445581332655,고위험,154.08984525534711,시(중소도시)
S160000562,경상남도교육청,경상남도교육청,경상남도 함안군,명덕고등학교,사립,6,2,4,2025-02-18,2024-12-07 18:00:00.000000,205.0,133.0,고,0.0,8.0,8.0,353.0,2.1972245773362196,0.4,0.5806327879665873,0.22527472527472525,42.99055233256772,고위험,152.57361046457316,군(농촌)
S090000694,경기도교육청,경기도안양과천교육지원청,경기도 안양시 만안구,안양문화고등학교,사립,6,2,4,2024-12-23,2024-12-16 06:00:00.000000,196.0,190.0,고,0.0,7.0,7.0,466.0,2.0794415416798357,0.4,0.5495077527409008,0.20054945054945061,41.54309649979039,고위험,152.43478525766784,구(대도시)
S150000992,경상북도교육청,경상북도교육청,경상북도 포항시 남구,포항제철고등학교,사립,6,2,4,2025-02-28,2025-02-17 12:00:00.000000,133.0,123.0,고,0.0,7.0,7.0,880.0,2.0794415416798357,0.4,0.5495077527409008,0.027472527472527486,38.600788807482694,고위험,152.27918189122065,구(대도시)
S040000421,인천광역시교육청,인천광역시남부교육지원청,인천광역시 동구,동산중학교,사립,6,2,4,2025-02-25,2025-02-19 00:00:00.000000,132.0,126.0,중,0.0,9.0,9.0,571.0,2.302585092994046,0.4,0.6084750807294722,0.02472527472527475,40.50000733440226,고위험,152.17456672437143,구(대도시)
S090003210,경기도교육청,경기도양평교육지원청,경기도 양평군,용문중학교,사립,6,2,4,2025-02-17,2025-01-22 18:00:00.000000,159.0,134.0,중,0.0,9.0,9.0,438.0,2.302585092994046,0.4,0.6084750807294722,0.09890109890109894,41.76099634539127,고위험,152.1129475180486,군(농촌)
S130000324,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 익산시,남성고등학교,사립,6,1,5,2024-12-06,2024-12-06 00:00:00.000000,207.0,207.0,고,0.0,17.0,17.0,752.0,2.8903717578961645,0.2,0.7638020388802209,0.23076923076923084,39.12854420612421,고위험,151.69334360434937,시(중소도시)
S150001133,경상북도교육청,경상북도경주교육지원청,경상북도 경주시,선덕여자중학교,사립,6,2,4,2025-02-20,2025-01-11 06:00:00.000000,170.0,131.0,중,0.0,9.0,9.0,386.0,2.302585092994046,0.4,0.6084750807294722,0.12912087912087916,42.27473260912753,고위험,151.6695217250094,시(중소도시)
S130001126,전북특별자치도교육청,전북특별자치도익산교육지원청,전북특별자치도 익산시,이리남성여자중학교,사립,6,2,4,2025-02-26,2025-02-07 18:00:00.000000,143.0,125.0,중,0.0,9.0,9.0,497.0,2.302585092994046,0.4,0.6084750807294722,0.05494505494505497,41.013743598138525,고위험,151.63721628746129,시(중소도시)
S130001418,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 완산구,전주효문중학교,사립,8,2,6,2025-02-20,2024-12-29 00:00:00.000000,184.0,131.0,중,0.0,7.0,7.0,495.0,2.0794415416798357,0.4,0.5495077527409008,0.16758241758241765,40.98265693935083,고위험,151.45065777325485,구(대도시)
S010002296,서울특별시교육청,서울특별시성북강북교육지원청,서울특별시 성북구,서울미아초등학교,공립,6,1,5,2025-02-05,2025-02-04 00:00:00.000000,147.0,146.0,초,0.0,19.0,19.0,1102.0,2.995732273553991,0.2,0.7916443316431058,0.06593406593406592,37.24514206510162,고위험,150.56629926973588,구(대도시)
S130001478,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 완산구,전주화산초등학교,공립,6,1,5,2024-12-09,2024-11-22 04:48:00.000000,220.0,204.0,초,0.0,15.0,15.0,755.0,2.772588722239781,0.2,0.7326770036545345,0.26648351648351654,38.70856090081942,고위험,150.13199712631393,구(대도시)
S010000704,서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,단국대학교사범대학부속중학교,사립,6,2,4,2025-02-27,2025-02-20 06:00:00.000000,130.0,124.0,중,0.0,8.0,8.0,626.0,2.1972245773362196,0.4,0.5806327879665873,0.019230769230769218,39.48780507982046,고위험,149.94576048825252,구(대도시)
S010001592,서울특별시교육청,서울특별시동작관악교육지원청,서울특별시 관악구,서울봉천초등학교,공립,6,2,4,2025-02-25,2025-02-15 00:00:00.000000,136.0,126.0,초,0.0,8.0,8.0,578.0,2.1972245773362196,0.4,0.5806327879665873,0.0357142857142857,39.76802486004024,고위험,149.6342946626532,구(대도시)
S130001434,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 덕진구,전주만성초등학교,공립,6,1,5,2024-12-05,2024-12-05 00:00:00.000000,208.0,208.0,초,0.0,12.0,12.0,1299.0,2.5649493574615367,0.2,0.6778067712229614,0.23351648351648358,36.33740367013795,고위험,149.4900202688541,구(대도시)
S010000890,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,천일중학교,공립,6,2,4,2025-02-28,2025-02-19 18:00:00.000000,131.0,123.0,중,0.0,9.0,9.0,489.0,2.302585092994046,0.4,0.6084750807294722,0.02197802197802201,40.45330403769896,고위험,149.28062398411836,구(대도시)
S140000830,전라남도교육청,전라남도목포교육지원청,전라남도 목포시,목포영화중학교,사립,6,2,4,2025-02-24,2025-02-12 18:00:00.000000,138.0,127.0,중,0.0,8.0,8.0,526.0,2.1972245773362196,0.4,0.5806327879665873,0.04120879120879123,39.86143145344684,고위험,148.35669872100576,시(중소도시)
S060000271,대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,보문중학교,사립,6,2,4,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,14.0,14.0,245.0,2.70805020110221,0.4,0.7156222237991322,0.0,43.615533385371364,고위험,147.89744337149526,구(대도시)
S010000411,서울특별시교육청,서울특별시교육청,서울특별시 광진구,대원고등학교,사립,6,1,5,2025-02-06,2025-02-06 00:00:00.000000,145.0,145.0,고,0.0,23.0,23.0,637.0,3.1780538303479458,0.2,0.8398241467241945,0.06043956043956045,38.741669369370946,고위험,147.40510474476082,구(대도시)
S010000549,서울특별시교육청,서울특별시교육청,서울특별시 양천구,한가람고등학교,사립,6,2,4,2025-02-25,2025-01-30 18:00:00.000000,151.0,126.0,고,0.0,7.0,7.0,534.0,2.0794415416798357,0.4,0.5495077527409008,0.07692307692307693,39.44144814814204,고위험,147.05167237151954,구(대도시)
S150002023,경상북도교육청,경상북도상주교육지원청,경상북도 상주시,남산중학교,사립,6,2,4,2024-11-26,2024-11-26 00:00:00.000000,217.0,217.0,중,0.0,6.0,6.0,358.0,1.9459101490553132,0.4,0.5142210981219936,0.2582417582417582,41.35940612813568,고위험,147.03659512263127,시(중소도시)
S010005593,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,위례솔중학교,공립,6,1,5,2025-02-25,2025-02-22 14:24:00.000000,128.0,126.0,중,2.0,20.0,22.0,783.0,3.1354942159291497,0.2,0.8285774549523742,0.013736263736263743,37.576572496944834,고위험,146.33504985547856,구(대도시)
S150003546,경상북도교육청,경상북도포항교육지원청,경상북도 포항시 북구,포항항도중학교,공립,6,1,5,2025-02-04,2025-02-04 00:00:00.000000,147.0,147.0,중,0.0,27.0,27.0,431.0,3.332204510175204,0.2,0.8805595999492608,0.06593406593406592,40.17934591920473,고위험,146.07135904692285,구(대도시)
S010001372,서울특별시교육청,서울특별시동부교육지원청,서울특별시 중랑구,상봉중학교,공립,6,1,5,2025-02-27,2024-12-14 09:36:00.000000,198.0,124.0,중,0.0,16.0,16.0,653.0,2.833213344056216,0.2,0.7486975067691372,0.2060439560439561,38.20976497612878,고위험,145.7923290116169,구(대도시)
S100002281,강원특별자치도교육청,강원특별자치도홍천교육지원청,강원특별자치도 홍천군,화계초등학교,공립,6,3,3,2024-12-10,2024-12-05 08:00:00.000000,207.0,203.0,초,0.0,7.0,7.0,59.0,2.0794415416798357,0.6000000000000001,0.5495077527409008,0.23076923076923084,52.056832763526664,고위험,144.62175503300384,군(농촌)
S010000429,서울특별시교육청,서울특별시교육청,서울특별시 강서구,마포고등학교,사립,6,1,5,2025-02-26,2025-01-31 00:00:00.000000,151.0,125.0,고,0.0,19.0,19.0,722.0,2.995732273553991,0.2,0.7916443316431058,0.07692307692307693,37.43195525191481,고위험,144.45509205527958,구(대도시)
S090007316,경기도교육청,경기도화성오산교육지원청,경기도 화성시 동탄구,서연고등학교,공립,6,1,5,2025-02-25,2025-02-11 14:24:00.000000,139.0,126.0,고,0.0,16.0,16.0,1183.0,2.833213344056216,0.2,0.7486975067691372,0.043956043956043966,35.45427047063428,고위험,144.41771297844377,구(대도시)
S010000458,서울특별시교육청,서울특별시교육청,서울특별시 관악구,서울미술고등학교,사립,6,2,4,2025-02-26,2025-02-23 06:00:00.000000,127.0,125.0,고,0.0,8.0,8.0,465.0,2.1972245773362196,0.4,0.5806327879665873,0.010989010989011005,39.34769518971058,고위험,144.34253088814515,구(대도시)
S010000783,서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울잠원초등학교,공립,6,1,5,2025-02-24,2025-02-15 04:48:00.000000,135.0,127.0,초,0.0,13.0,13.0,1977.0,2.6390573296152584,0.2,0.6973903490356271,0.03296703296703296,33.57432107861526,고위험,144.24288079489338,구(대도시)
S050000129,광주광역시교육청,광주광역시교육청,광주광역시 북구,금파공업고등학교,사립,6,2,4,2025-02-27,2025-01-22 00:00:00.000000,160.0,124.0,고,0.0,7.0,7.0,408.0,2.0794415416798357,0.4,0.5495077527409008,0.10164835164835168,39.86177781847171,고위험,143.96971204558432,구(대도시)
S050000088,광주광역시교육청,광주광역시교육청,광주광역시 북구,고려고등학교,사립,6,2,4,2025-02-26,2025-02-07 00:00:00.000000,144.0,125.0,고,0.0,6.0,6.0,617.0,1.9459101490553132,0.4,0.5142210981219936,0.05769230769230771,37.95006546879502,고위험,143.86826082106796,구(대도시)
S130000545,전북특별자치도교육청,전북특별자치도군산교육지원청,전북특별자치도 군산시,군산남중학교,공립,6,2,4,2025-02-26,2025-02-16 18:00:00.000000,134.0,125.0,중,0.0,6.0,6.0,680.0,1.9459101490553132,0.4,0.5142210981219936,0.030219780219780223,37.483032501762054,고위험,143.67797777986226,군(농촌)
S110000198,충청북도교육청,충청북도교육청,충청북도 충주시,충주중산고등학교,사립,6,1,5,2025-02-24,2025-01-21 04:48:00.000000,160.0,127.0,고,0.0,23.0,23.0,429.0,3.1780538303479458,0.2,0.8398241467241945,0.10164835164835168,39.44221881992039,고위험,143.31205790024825,시(중소도시)
S030002075,대구광역시교육청,대구광역시교육청,대구광역시 달성군,비슬고등학교,공립,6,1,5,2025-02-28,2025-02-14 19:12:00.000000,136.0,123.0,고,0.0,17.0,17.0,997.0,2.8903717578961645,0.2,0.7638020388802209,0.0357142857142857,35.812610140190145,고위험,143.2193029748522,군(농촌)
S160001366,경상남도교육청,창원교육지원청,경상남도 창원시 마산합포구,마산제일여자중학교,사립,6,1,5,2024-12-06,2024-11-06 04:48:00.000000,236.0,207.0,중,0.0,12.0,12.0,627.0,2.5649493574615367,0.2,0.6778067712229614,0.31043956043956045,37.64509597783026,고위험,142.97455530841276,구(대도시)
S150000916,경상북도교육청,경상북도교육청,경상북도 영주시,영주여자고등학교,공립,6,2,4,2025-02-26,2025-02-13 06:00:00.000000,137.0,125.0,고,0.0,8.0,8.0,379.0,2.1972245773362196,0.4,0.5806327879665873,0.03846153846153849,39.81472815674354,고위험,142.52811075926797,시(중소도시)
S010000616,서울특별시교육청,서울특별시교육청,서울특별시 은평구,선정국제관광고등학교,사립,6,2,4,2025-02-20,2025-01-09 18:00:00.000000,172.0,131.0,고,0.0,9.0,9.0,227.0,2.302585092994046,0.4,0.6084750807294722,0.13461538461538464,42.368139202534124,고위험,142.26945103075536,구(대도시)
S130001026,전북특별자치도교육청,전북특별자치도순창교육지원청,전북특별자치도 순창군,적성초등학교,공립,6,3,3,2024-12-05,2024-12-04 08:00:00.000000,208.0,208.0,초,0.0,11.0,11.0,35.0,2.4849066497880004,0.6000000000000001,0.6566548958105609,0.23351648351648358,55.63939178152874,고위험,142.23111635229276,군(농촌)
S150006154,경상북도교육청,경상북도구미교육지원청,경상북도 구미시,도봉초등학교,공립,6,2,4,2025-02-24,2025-02-23 00:00:00.000000,128.0,127.0,초,0.0,6.0,6.0,654.0,1.9459101490553132,0.4,0.5142210981219936,0.013736263736263743,37.20281272154227,고위험,141.97491038380934,구(대도시)
S090001775,경기도교육청,경기도동두천양주교육지원청,경기도 동두천시,동두천여자중학교,사립,6,2,4,2025-02-11,2025-01-03 00:00:00.000000,179.0,140.0,중,0.0,7.0,7.0,302.0,2.0794415416798357,0.4,0.5495077527409008,0.15384615384615385,40.74914045583434,고위험,141.86579465776953,시(중소도시)
S130001049,전북특별자치도교육청,전북특별자치도완주교육지원청,전북특별자치도 완주군,삼우중학교,사립,6,2,4,2025-02-19,2024-12-27 00:00:00.000000,186.0,132.0,중,0.0,8.0,8.0,233.0,2.1972245773362196,0.4,0.5806327879665873,0.17307692307692313,42.10318969520508,고위험,141.85473436863228,군(농촌)
S110001863,충청북도교육청,충청북도청주교육지원청,충청북도 청주시 상당구,용성초등학교,공립,6,1,5,2025-02-21,2025-01-02 14:24:00.000000,179.0,130.0,초,0.0,18.0,18.0,504.0,2.9444389791664403,0.2,0.7780897005728757,0.15384615384615385,38.292344734289514,고위험,141.8077101024419,구(대도시)
S160000634,경상남도교육청,경상남도교육청,경상남도 창녕군,창녕옥야고등학교,사립,6,2,4,2025-02-05,2025-02-05 00:00:00.000000,146.0,146.0,고,0.0,9.0,9.0,275.0,2.302585092994046,0.4,0.6084750807294722,0.06318681318681318,41.153853488248416,고위험,141.60666822969532,군(농촌)
S160000606,경상남도교육청,경상남도교육청,경상남도 창원시 마산합포구,성지여자고등학교,사립,6,1,5,2025-02-19,2024-10-13 19:12:00.000000,260.0,132.0,고,0.0,12.0,12.0,442.0,2.5649493574615367,0.2,0.6778067712229614,0.37637362637362637,38.765975098709376,고위험,141.3563960506046,구(대도시)
S090005169,경기도교육청,경기도파주교육지원청,경기도 파주시,금촌고등학교,공립,6,0,6,2024-12-27,2024-12-15 08:00:00.000000,197.0,186.0,고,0.0,37.0,37.0,1029.0,3.6375861597263857,0.0,0.9612589514865094,0.20329670329670335,35.17758935509877,고위험,141.16194003953274,시(중소도시)
S010002354,서울특별시교육청,서울특별시중부교육지원청,서울특별시 용산구,오산중학교,사립,6,2,4,2025-02-04,2025-02-04 00:00:00.000000,147.0,147.0,중,0.0,9.0,9.0,265.0,2.302585092994046,0.4,0.6084750807294722,0.06593406593406592,41.20055678495171,고위험,141.1070303517566,구(대도시)
S040000667,인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천연성초등학교,공립,6,1,5,2025-02-28,2025-02-19 19:12:00.000000,131.0,123.0,초,0.0,19.0,19.0,732.0,2.995732273553991,0.2,0.7916443316431058,0.02197802197802201,36.497889317848866,고위험,141.06813706842962,구(대도시)
S010001601,서울특별시교육청,서울특별시동작관악교육지원청,서울특별시 관악구,서울신성초등학교,공립,6,1,5,2025-02-25,2025-01-09 09:36:00.000000,172.0,126.0,초,0.0,20.0,20.0,422.0,3.044522437723423,0.2,0.8045374921052872,0.13461538461538464,38.838198777936014,고위험,140.8405280245654,구(대도시)
S010000544,서울특별시교육청,서울특별시교육청,서울특별시 노원구,청원고등학교,사립,6,2,4,2025-02-20,2025-02-05 12:00:00.000000,145.0,131.0,고,0.0,4.0,4.0,1030.0,1.6094379124341003,0.4,0.42530582981583853,0.06043956043956045,35.0625649113952,고위험,140.71514245772258,구(대도시)
