정보공시 학교코드,행정표준코드,도로명주소,시도명
S140001251,8721028,전라남도 신안군 비금면 용소길 181-6,전라남도
S140001253,8721027,전라남도 신안군 비금면 유옥우길 21-4,전라남도
S140001257,8721042,전라남도 신안군 신의면 신의로 710-57,전라남도
S140001263,8721045,전라남도 신안군 안좌면 김환기길 6,전라남도
S140001271,8721049,전라남도 신안군 암태면 장단고길 56,전라남도
S140001274,8721055,전라남도 신안군 압해읍 압해로 378-6,전라남도
S140001276,8721056,전라남도 신안군 압해읍 압해로 1336-2,전라남도
S140001277,8721052,전라남도 신안군 압해읍 복룡로 33-8,전라남도
S140001282,8721025,전라남도 신안군 임자면 장동길 86,전라남도
S140001288,8721026,전라남도 신안군 자은면 구영1길 44-36,전라남도
S140001291,8721044,전라남도 신안군 장산면 장산로 277,전라남도
S140001295,8721021,전라남도 신안군 증도면 문준경길 218,전라남도
S140001301,8721017,전라남도 신안군 지도읍 서촌길 52-1,전라남도
S140001310,8721048,전라남도 신안군 팔금면 삼층석탑길 173,전라남도
S140001314,8721040,전라남도 신안군 하의면 안곰실길 33,전라남도
S140001317,8721030,전라남도 신안군 흑산면 진마을길 12-13,전라남도
S140001388,8511091,전라남도 여수시 삼산면 녹산등대길 8-17,전라남도
S140001392,8511040,전라남도 여수시 대경도4길 48,전라남도
S140001394,8511066,전라남도 여수시 소라면 관기길 20,전라남도
S140001395,8511071,전라남도 여수시 화양면 나진1길 10,전라남도
S140001397,8511053,전라남도 여수시 선원4길 38,전라남도
S140001399,8511077,전라남도 여수시 돌산읍 돌산로 1184,전라남도
S140001403,8511176,전라남도 여수시 묘도1길 77,전라남도
S140001404,8511055,전라남도 여수시 화산2길 31,전라남도
S140001405,8511081,전라남도 여수시 돌산읍 돌산로 3560-10,전라남도
S140001407,8511079,전라남도 여수시 돌산읍 죽포1길 21-16,전라남도
S140001408,8511059,전라남도 여수시 상암로 625,전라남도
S140001410,8511061,전라남도 여수시 소라면 덕양로 431,전라남도
S140001417,8511056,전라남도 여수시 소호로 499,전라남도
S140001418,8511054,전라남도 여수시 망마로 82-17,전라남도
S140001420,8511052,전라남도 여수시 흥국로 47,전라남도
S140001421,8511074,전라남도 여수시 화양면 화양로 341-3,전라남도
S140001425,8511102,전라남도 여수시 상암로 7,전라남도
S140001428,8511044,전라남도 여수시 구봉산길 51,전라남도
S140001429,8511046,전라남도 여수시 남산북10길 8,전라남도
S140001430,8511035,전라남도 여수시 어항로 22,전라남도
S140001431,8511033,전라남도 여수시 진남로 151,전라남도
S140001432,8511048,전라남도 여수시 허문정1길 48-5,전라남도
S140001433,8511036,전라남도 여수시 좌수영로 390,전라남도
S140001434,8511042,전라남도 여수시 봉산새철4길 28,전라남도
S140001435,8511050,전라남도 여수시 대치3길 27,전라남도
S140001436,8511037,전라남도 여수시 망양로 306,전라남도
S140001437,8511032,전라남도 여수시 서교1길 29,전라남도
S140001438,8511051,전라남도 여수시 신월로 614,전라남도
S140001439,8511049,전라남도 여수시 양지1길 21,전라남도
S140001440,8511045,전라남도 여수시 문수로 142-16,전라남도
S140001442,8511038,전라남도 여수시 공화북6길 52,전라남도
S140001443,8511097,전라남도 여수시 여문2로 50,전라남도
S140001444,8511034,전라남도 여수시 하멜로 35,전라남도
S140001445,8511039,전라남도 여수시 좌수영로 131,전라남도
S140001446,8511047,전라남도 여수시 여문1로 80,전라남도
S140001449,8511057,전라남도 여수시 주동1길 30,전라남도
S140001462,8511073,전라남도 여수시 화양면 화동로 149,전라남도
S140001463,8511090,전라남도 여수시 화정면 개도화산길 50,전라남도
S140001665,8681029,전라남도 영광군 군남면 군불로 135,전라남도
S140001667,8681028,전라남도 영광군 군서면 군서로 50,전라남도
S140001668,8681064,전라남도 영광군 염산면 칠산로5길 124,전라남도
S140001670,8681025,전라남도 영광군 대마면 영장로 277,전라남도
S140001676,8681021,전라남도 영광군 백수읍 지산길4길 50-11,전라남도
S140001678,8681019,전라남도 영광군 백수읍 백수로10길 21,전라남도
S140001681,8681033,전라남도 영광군 법성면 용덕로 43,전라남도
S140001685,8681027,전라남도 영광군 불갑면 강항로 7,전라남도
S140001689,8681030,전라남도 영광군 염산면 칠산로 124,전라남도
S140001693,8681017,전라남도 영광군 영광읍 천년로13길 57-9,전라남도
S140001694,8681015,전라남도 영광군 영광읍 중앙로 216-7,전라남도
S140001700,8681024,전라남도 영광군 홍농읍 홍농로4길 30,전라남도
S140001701,8681023,전라남도 영광군 홍농읍 상하길 76-22,전라남도
S140001744,8651026,전라남도 영암군 군서면 왕인로 509,전라남도
S140001748,8651018,전라남도 영암군 금정면 영나로 836,전라남도
S140001751,8651035,전라남도 영암군 삼호읍 대불주거6로 41,전라남도
S140001752,8651017,전라남도 영암군 덕진면 백운선로 21,전라남도
S140001753,8651024,전라남도 영암군 도포면 줄다리로 117,전라남도
S140001757,8651029,전라남도 영암군 학산면 영산로 58,전라남도
S140001760,8651030,전라남도 영암군 미암면 미중로 61,전라남도
S140001761,8651034,전라남도 영암군 삼호읍 신항로 77,전라남도
S140001762,8651032,전라남도 영암군 삼호읍 중앙촌길 35,전라남도
S140001763,8651031,전라남도 영암군 삼호읍 서창호수길 4,전라남도
S140001765,8651021,전라남도 영암군 시종면 내동중앙로 17,전라남도
S140001769,8651019,전라남도 영암군 신북면 간은정로 67,전라남도
S140001772,8651016,전라남도 영암군 영암읍 영암초중고길 1,전라남도
S140001773,8651033,전라남도 영암군 삼호읍 아산길 26-10,전라남도
S140001775,8651027,전라남도 영암군 서호면 서호로 332,전라남도
S140001777,8651028,전라남도 영암군 학산면 금계로 193,전라남도
S140001816,8701024,전라남도 완도군 고금면 고금동로 17-33,전라남도
S140001824,8701020,전라남도 완도군 군외면 청해진서로 2020,전라남도
S140001829,8701030,전라남도 완도군 금당면 금당로 220-23,전라남도
S140001832,8701028,전라남도 완도군 금일읍 월송1길 18-13,전라남도
S140001835,8701026,전라남도 완도군 금일읍 구동2길 38,전라남도
S140001840,8701038,전라남도 완도군 노화읍 넙도길 294-31,전라남도
S140001844,8701036,전라남도 완도군 노화읍 신목길 102,전라남도
S140001845,8701037,전라남도 완도군 노화읍 이목25번길 49-13,전라남도
S140001846,8701035,전라남도 완도군 노화읍 노화서로 149,전라남도
S140001849,8701041,전라남도 완도군 보길면 중리1길 6-18,전라남도
S140001852,8701040,전라남도 완도군 보길면 부황길 67,전라남도
S140001853,8701029,전라남도 완도군 생일면 생일로579번길 3,전라남도
S140001855,8701034,전라남도 완도군 소안면 소안로 213,전라남도
S140001859,8701023,전라남도 완도군 신지면 신지로 815-1,전라남도
S140001860,8701022,전라남도 완도군 신지면 대곡48번길 37,전라남도
S140001863,8701025,전라남도 완도군 약산면 약산로 351-1,전라남도
S140001865,8701017,전라남도 완도군 완도읍 개포로135번길 37,전라남도
S140001866,8701016,전라남도 완도군 완도읍 중앙길 43,전라남도
S140001874,8701031,전라남도 완도군 청산면 청산로 1602-1,전라남도
S140001878,8701019,전라남도 완도군 완도읍 청해진로 1374,전라남도
S140001882,8701018,전라남도 완도군 완도읍 청해진서로 824,전라남도
S140001922,8691023,전라남도 장성군 북이면 신창길 13,전라남도
S140001924,8691024,전라남도 장성군 북일면 신흥로 574,전라남도
S140001925,8691017,전라남도 장성군 남면 황토단감로 142-11,전라남도
S140001926,8691020,전라남도 장성군 삼계면 사창로 64-17,전라남도
S140001929,8691019,전라남도 장성군 삼서면 대곡한실길 26,전라남도
S140001930,8691022,전라남도 장성군 서삼면 축령로 368,전라남도
S140001931,8691025,전라남도 장성군 북하면 백양로,전라남도
S140001933,8691021,전라남도 장성군 황룡면 신월산1길 10,전라남도
S140001935,8691014,전라남도 장성군 장성읍 성산2길 21,전라남도
S140001936,8691013,전라남도 장성군 장성읍 제봉로 84,전라남도
S140001937,8691016,전라남도 장성군 진원면 불태3로 245,전라남도
S140001938,8691015,전라남도 장성군 진원면 진남1로 199,전라남도
S140001968,8621017,전라남도 장흥군 관산읍 장흥대로 1350,전라남도
S140001970,8621016,전라남도 장흥군 관산읍 관산로 64,전라남도
S140001974,8621018,전라남도 장흥군 대덕읍 대대로 947,전라남도
S140001975,8621023,전라남도 장흥군 회진면 회진로 805-17,전라남도
S140001977,8621027,전라남도 장흥군 부산면 부유로 25-16,전라남도
S140001980,8621019,전라남도 장흥군 안양면 운정2길 14,전라남도
S140001981,8621021,전라남도 장흥군 용산면 용안로 13,전라남도
S140001982,8621026,전라남도 장흥군 유치면 유치로 48,전라남도
S140001985,8621024,전라남도 장흥군 장동면 흥성로 1500,전라남도
S140001988,8621025,전라남도 장흥군 장평면 등촌길 10,전라남도
S140001991,8621015,전라남도 장흥군 장흥읍 장흥대로 3298,전라남도
S140001993,8621014,전라남도 장흥군 장흥읍 칠거리예양로 40,전라남도
S140001994,8621013,전라남도 장흥군 장흥읍 의향길 23,전라남도
S140001995,8621022,전라남도 장흥군 회진면 회진남구길 7,전라남도
S140002022,8711016,전라남도 진도군 고군면 고성길 2-3,전라남도
S140002027,8711014,전라남도 진도군 군내면 대야길 54,전라남도
S140002029,8711015,전라남도 진도군 군내면 금골길 58,전라남도
S140002036,8711024,전라남도 진도군 임회면 석교길 47-18,전라남도
S140002040,8711017,전라남도 진도군 고군면 진도대로 288,전라남도
S140002045,8711019,전라남도 진도군 의신면 돈지1길 13,전라남도
S140002050,8711027,전라남도 진도군 조도면 창유1길 36-14,전라남도
S140002064,8711026,전라남도 진도군 지산면 인지독치1길 21-12,전라남도
S140002066,8711012,전라남도 진도군 진도읍 신흥정자로 25,전라남도
S140002068,8711011,전라남도 진도군 진도읍 성내길 9,전라남도
S140002102,8671013,전라남도 함평군 함평읍 기산길 63,전라남도
S140002103,8671020,전라남도 함평군 나산면 함장로 2441-8,전라남도
S140002109,8671015,전라남도 함평군 손불면 양재길 15,전라남도
S140002110,8671014,전라남도 함평군 손불면 손불중앙길 121,전라남도
S140002112,8671016,전라남도 함평군 신광면 신광중앙길 118,전라남도
S140002113,8671018,전라남도 함평군 엄다면 엄다길 35,전라남도
S140002116,8671022,전라남도 함평군 월야면 금석길 95,전라남도
S140002117,8671017,전라남도 함평군 학교면 백학길 100,전라남도
S140002122,8671012,전라남도 함평군 함평읍 내대화길 77,전라남도
S140002124,8671021,전라남도 함평군 해보면 해삼로 313,전라남도
S140002125,8671019,전라남도 함평군 대동면 대동길 6-9,전라남도
S140002159,8641032,전라남도 해남군 계곡면 성진길 6-37,전라남도
S140002162,8641033,전라남도 해남군 마산면 은적사길 13,전라남도
S140002166,8641030,전라남도 해남군 북일면 백도로 849,전라남도
S140002171,8641029,전라남도 해남군 북평면 볼무당길 40,전라남도
S140002173,8641038,전라남도 해남군 산이면 산이로 1736,전라남도
S140002175,8641037,전라남도 해남군 산이면 비석길 95-2,전라남도
S140002178,8641018,전라남도 해남군 삼산면 고산로 586,전라남도
S140002181,8641023,전라남도 해남군 송지면 산정1길 101,전라남도
S140002183,8641026,전라남도 해남군 송지면 송호길 5,전라남도
S140002185,8641027,전라남도 해남군 송지면 어란로 441,전라남도
S140002189,8641031,전라남도 해남군 옥천면 해강로 19,전라남도
S140002190,8641040,전라남도 해남군 문내면 동영길 117,전라남도
S140002193,8641016,전라남도 해남군 해남읍 중앙1로 45,전라남도
S140002195,8641017,전라남도 해남군 해남읍 중앙1로 182,전라남도
S140002197,8641079,전라남도 해남군 현산면 입제길 40,전라남도
S140002199,8641021,전라남도 해남군 현산면 현산북평로,전라남도
S140002203,8641019,전라남도 해남군 화산면 화산초길 9,전라남도
S140002204,8641044,전라남도 해남군 화원면 청용길 117,전라남도
S140002211,8641035,전라남도 해남군 황산면 시등로 150,전라남도
S140002270,8611018,전라남도 화순군 능주면 학샘길 12,전라남도
S140002271,8611020,전라남도 화순군 도곡면 고인돌1로 115,전라남도
S140002272,8611019,전라남도 화순군 도곡면 천암1길 71,전라남도
S140002273,8611027,전라남도 화순군 동면 충의로 789,전라남도
S140002274,8611029,전라남도 화순군 동복면 오지호로 300,전라남도
S140002277,8611028,전라남도 화순군 사평면 김삿갓로 3,전라남도
S140002279,8611031,전라남도 화순군 북면 학천길 22-2,전라남도
S140002282,8611053,전라남도 화순군 이서면 규봉로 979,전라남도
S140002285,8611023,전라남도 화순군 이양면 이양로 42,전라남도
S140002288,8611021,전라남도 화순군 도암면 천태로 526,전라남도
S140002291,8611025,전라남도 화순군 청풍면 평지촌길 54,전라남도
S140002292,8611022,전라남도 화순군 춘양면 춘양로 124,전라남도
S140002293,8611026,전라남도 화순군 한천면 청계길 26,전라남도
S140002294,8611015,전라남도 화순군 화순읍 알메로 72,전라남도
S140002295,8611017,전라남도 화순군 화순읍 오성로 516,전라남도
S140002296,8611016,전라남도 화순군 화순읍 알메로 8,전라남도
S140002297,8611014,전라남도 화순군 화순읍 동헌길 9-7,전라남도
S140003256,8711021,전라남도 진도군 의신면 황모길 25-1,전라남도
S140003262,8711050,전라남도 진도군 의신면 모도길 12-3,전라남도
S140003272,8661016,전라남도 무안군 일로읍 청포로 421,전라남도
S140003279,8521130,전라남도 순천시 별량면 송산구기길 13,전라남도
S140003453,8511063,전라남도 여수시 소라면 중촌1길 11,전라남도
S140003455,8511075,전라남도 여수시 화정면 백야3길 8-21,전라남도
S140003461,8511208,전라남도 여수시 남면 대두길 87,전라남도
S140003463,8641075,전라남도 해남군 송지면 달마로 524,전라남도
S140003479,8721037,전라남도 신안군 흑산면 김이수길 29-2,전라남도
S140003490,8711028,전라남도 진도군 조도면 서거차도1길 116,전라남도
S140003492,8711013,전라남도 진도군 조도면 가사도길 88-22,전라남도
S140003499,8681026,전라남도 영광군 묘량면 동삼로2길 26,전라남도
S140003675,8511062,전라남도 여수시 소라면 사곡로 27,전라남도
S140003684,8591020,전라남도 고흥군 도양읍 소록선창길 89-66,전라남도
S140003923,8511067,전라남도 여수시 율촌면 율촌초교길 7,전라남도
S140003926,8641034,전라남도 해남군 마산면 산이로 117-69,전라남도
S140003946,8721035,전라남도 신안군 흑산면 홍도1길 53,전라남도
S140003955,8701032,전라남도 완도군 청산면 대모도12번길 20-1,전라남도
S140003962,8701039,전라남도 완도군 노화읍 서넙도길 68,전라남도
S140004138,8511070,전라남도 여수시 율촌면 여순로 435-4,전라남도
S140004140,8511083,전라남도 여수시 남면 금오로 836,전라남도
S140004877,8501044,전라남도 목포시 미항로 211,전라남도
S140004878,8501045,전라남도 목포시 연산로 148,전라남도
S140004879,8511098,전라남도 여수시 여천체육공원길 24,전라남도
S140004880,8551042,전라남도 광양시 광양읍 용강1길 40,전라남도
S140004881,8551043,전라남도 광양시 광양읍 서평로 60,전라남도
S140004891,8521066,전라남도 순천시 석현북길 21,전라남도
S140005247,8511099,전라남도 여수시 소호7길 23,전라남도
S140005248,8511100,전라남도 여수시 돌산읍 강남10길 27,전라남도
S140005309,8501046,전라남도 목포시 포미로 35,전라남도
S140005310,8501048,전라남도 목포시 텃골로33번길 94-8,전라남도
S140005311,8501047,전라남도 목포시 옥암로186번길 20,전라남도
S140005328,8551044,전라남도 광양시 광장로 21,전라남도
S140005331,8511101,전라남도 여수시 대통1길 13,전라남도
S140005341,8501049,전라남도 목포시 당가두로38번길 23,전라남도
S140005346,8661031,전라남도 무안군 삼향읍 남악영산길 6,전라남도
S140005348,8521067,전라남도 순천시 팔마1길 9-10,전라남도
S140005376,8501050,전라남도 목포시 남악1로52번길 68-3,전라남도
S140005409,8501106,전라남도 목포시 남악1로16번길 25,전라남도
S140005416,8661051,전라남도 무안군 삼향읍 남악5로22번길 34,전라남도
S140005418,8531074,전라남도 나주시 호수로 134,전라남도
S140005419,8511177,전라남도 여수시 ,전라남도
S140005421,8511182,전라남도 여수시 소라면 죽림로 60,전라남도
S140005438,8521068,전라남도 순천시 왕지3길 41,전라남도
S140005458,8531069,전라남도 나주시 그린로 176 ,전라남도
S140005495,8521138,전라남도 순천시 해룡면 좌야로 16,전라남도
S140005504,8501115,전라남도 목포시 남악2로22번길 37,전라남도
S140005523,8501120,전라남도 목포시 연산백련로 40,전라남도
S140005525,8511200,전라남도 여수시 웅천로 219,전라남도
S140005526,8531075,전라남도 나주시 그린로 93,전라남도
S140005529,8521147,전라남도 순천시 해룡면 좌야로 77-9,전라남도
S140005542,8521159,전라남도 순천시 해룡면 좌야로 159-10,전라남도
S140005553,8531072,전라남도 나주시 한빛로 144,전라남도
S140005585,8661061,전라남도 무안군 일로읍 오룡중앙동로 38,전라남도
S140005660,8551102,전라남도 광양시 눈소10길 35,전라남도
S140005661,8511213,전라남도 여수시 웅천북4로 9,전라남도
S150001030,8851057,경상북도 경산시 원효로28길 60-6,경상북도
S150001031,8851058,경상북도 경산시 경산로42길 22-11,경상북도
S150001033,8851059,경상북도 경산시 중앙초등길 9,경상북도
S150001034,8851060,경상북도 경산시 경안로 84 경산초등학교,경상북도
S150001035,8851061,경상북도 경산시 와촌면 계당길 27,경상북도
S150001038,8851062,경상북도 경산시 하양읍 대학로296길 9-5,경상북도
S150001039,8851063,경상북도 경산시 남산면 하남로 316,경상북도
S150001041,8851064,경상북도 경산시 원효로 375,경상북도
S150001042,8851065,경상북도 경산시 남천면 남천로 481,경상북도
S150001043,8851066,경상북도 경산시 진량읍 다문로70길 85,경상북도
S150001044,8851067,경상북도 경산시 와촌면 팔공로 563-14,경상북도
S150001045,8851069,경상북도 경산시 진량읍 문천길 24,경상북도
S150001050,8851129,경상북도 경산시 압량읍 압독2로 38,경상북도
S150001051,8851074,경상북도 경산시 와촌면 금송로,경상북도
S150001053,8851075,경상북도 경산시 용성면 원효로 1405,경상북도
S150001056,8851076,경상북도 경산시 임당로12길 7,경상북도
S150001057,8851077,경상북도 경산시 자인면 금학로 7,경상북도
S150001058,8851078,경상북도 경산시 성암로8길 25,경상북도
S150001059,8851079,경상북도 경산시 대학로16길 15,경상북도
S150001060,8851080,경상북도 경산시 진량읍 낙산길 37,경상북도
S150001061,8851081,경상북도 경산시 진량읍 진성로 115-5,경상북도
S150001062,8851082,경상북도 경산시 하양읍 대경로 187,경상북도
S150001063,8851083,경상북도 경산시 하양읍 대학로305길 25,경상북도
S150001064,8851084,경상북도 경산시 하양읍 무학로 48,경상북도
S150001065,8851085,경상북도 경산시 압량면 대학로 624,경상북도
S150001144,8771050,경상북도 경주시 감포읍 감포로10길 21,경상북도
S150001146,8771068,경상북도 경주시 강동면 강동로 80,경상북도
S150001149,8771069,경상북도 경주시 건천읍 내서로 1105,경상북도
S150001150,8771070,경상북도 경주시 충효2길 20,경상북도
S150001153,8771071,경상북도 경주시 동문로43번길 16,경상북도
S150001155,8771072,경상북도 경주시 외동읍 신계입실길 139-5,경상북도
S150001157,8771074,경상북도 경주시 양남면 동해안로 625-9,경상북도
S150001158,8771075,경상북도 경주시 현곡면 안현로 20,경상북도
S150001159,8771076,경상북도 경주시 내남면 경덕로 286,경상북도
S150001168,8771077,경상북도 경주시 산업로 3485-8,경상북도
S150001170,8771078,경상북도 경주시 알천북로249번길 20,경상북도
S150001172,8771079,경상북도 경주시 건천읍 내서로 1504,경상북도
S150001175,8771080,경상북도 경주시 천북면 산업로 4974-5,경상북도
S150001177,8771081,경상북도 경주시 외동읍 계동1길 12,경상북도
S150001181,8771082,경상북도 경주시 불국사초등길 27,경상북도
S150001182,8771083,경상북도 경주시 안강읍 사방검단길 54,경상북도
S150001184,8771084,경상북도 경주시 안강읍 구부랑길 54-5,경상북도
S150001186,8771085,경상북도 경주시 천군2길 24,경상북도
S150001188,8771086,경상북도 경주시 외동읍 석계평리길 79-31,경상북도
S150001191,8771087,경상북도 경주시 금성로183번길 28,경상북도
S150001192,8771088,경상북도 경주시 서면 내서로 461,경상북도
S150001196,8771090,경상북도 경주시 안강읍 안강중앙로 189,경상북도
S150001197,8771091,경상북도 경주시 안강읍 비화원로 34,경상북도
S150001198,8771092,경상북도 경주시 양남면 양남로 335-1,경상북도
S150001201,8771093,경상북도 경주시 강동면 양동마을길 109,경상북도
S150001202,8771094,경상북도 경주시 문무대왕면 어일남길 2,경상북도
S150001206,8771095,경상북도 경주시 외동읍 연안1길 15,경상북도
S150001207,8771096,경상북도 경주시 외동읍 영지로 449,경상북도
S150001209,8771097,경상북도 경주시 안강읍 낙헌2길 48,경상북도
S150001213,8771098,경상북도 경주시 승삼2길 9,경상북도
S150001216,8771099,경상북도 경주시 원지길12번길 49,경상북도
S150001218,8771100,경상북도 경주시 원효로 67,경상북도
S150001219,8771101,경상북도 경주시 용담로104번길 43-4,경상북도
S150001221,8771102,경상북도 경주시 산내면 문복로 1798-6,경상북도
S150001229,8771103,경상북도 경주시 외동읍 입실로1길 94,경상북도
S150001232,8771104,경상북도 경주시 천북면 천북로 343,경상북도
S150001235,8771105,경상북도 경주시 건천읍 단석로 1929,경상북도
S150001238,8771106,경상북도 경주시 현곡면 다경길 16-7,경상북도
S150001240,8771107,경상북도 경주시 임해로 116,경상북도
S150001243,8771108,경상북도 경주시 광중2길 28,경상북도
S150001244,8771109,경상북도 경주시 양정로287번길 12,경상북도
S150001245,8771110,경상북도 경주시 금성로347번길 30,경상북도
S150001334,8921017,경상북도 고령군 개진면 오사길 83,경상북도
S150001336,8921018,경상북도 고령군 왕정길 10 ,경상북도
S150001340,8921019,경상북도 고령군 다산면 다산로 685-11,경상북도
S150001343,8921020,경상북도 고령군 덕곡면 덕운로 548,경상북도
S150001346,8921021,경상북도 고령군 성산면 성암로 125,경상북도
S150001351,8921023,경상북도 고령군 성산면 성산로 902,경상북도
S150001353,8921024,경상북도 고령군 쌍림면 귀원1길 6,경상북도
S150001357,8921026,경상북도 고령군 우곡면 객기나루길 374,경상북도
S150001359,8921027,경상북도 고령군 운수면 운용로 118,경상북도
S150001413,8801086,경상북도 구미시 고아읍 관심1길 46,경상북도
S150001414,8801087,경상북도 구미시 구미대로 285,경상북도
S150001415,8801090,경상북도 구미시 신비로4길 15,경상북도
S150001416,8801093,경상북도 구미시 역전로2길 23,경상북도
S150001418,8801094,경상북도 구미시 고아읍 송평구길 79,경상북도
S150001419,8801096,경상북도 구미시 인동가산로 382-14,경상북도
S150001420,8801097,경상북도 구미시 산책길 19,경상북도
S150001422,8801098,경상북도 구미시 고아읍 봉한3길 16,경상북도
S150001424,8801099,경상북도 구미시 옥성면 선상서로 584,경상북도
S150001425,8801100,경상북도 구미시 도개면 도안로 108,경상북도
S150001426,8801101,경상북도 구미시 송동로7길 15-14,경상북도
S150001427,8801103,경상북도 구미시 문장로 100,경상북도
S150001430,8801104,경상북도 구미시 무을면 송삼1길 33,경상북도
S150001434,8801106,경상북도 구미시 비산로 24,경상북도
S150001435,8801107,경상북도 구미시 산동면 강동로 936-18,경상북도
S150001437,8801108,경상북도 구미시 상모로 71,경상북도
S150001438,8801109,경상북도 구미시 선산읍 선산중앙로 87-4,경상북도
S150001441,8801110,경상북도 구미시 봉곡로 134,경상북도
S150001444,8801111,경상북도 구미시 송정대로6길 72-6,경상북도
S150001445,8801112,경상북도 구미시 신비로3길 37-8,경상북도
S150001447,8801113,경상북도 구미시 송동로7길 65,경상북도
S150001448,8801114,경상북도 구미시 흥안로3길 30,경상북도
S150001451,8801116,경상북도 구미시 금오대로10길 19-9,경상북도
S150001452,8801118,경상북도 구미시 산호대로23길 21-7,경상북도
S150001454,8801119,경상북도 구미시 옥성면 주아2길 18-13,경상북도
S150001455,8801120,경상북도 구미시 원남로 12-50,경상북도
S150001456,8801121,경상북도 구미시 고아읍 문장로22길 58,경상북도
S150001457,8801122,경상북도 구미시 여헌로3길 34,경상북도
S150001458,8801123,경상북도 구미시 인동13길 23,경상북도
S150001461,8801125,경상북도 구미시 장천면 강동로 236,경상북도
S150001465,8801127,경상북도 구미시 지산13길 17,경상북도
S150001466,8801130,경상북도 구미시 해평면 월호2길 5,경상북도
S150001472,8801131,경상북도 구미시 신시로1길 10,경상북도
S150001473,8801132,경상북도 구미시 형곡동로 1-5,경상북도
S150001474,8801133,경상북도 구미시 형곡로14길 5-20,경상북도
S150001475,8801134,경상북도 구미시 검성로 103-3,경상북도
S150001655,8781044,경상북도 김천시 감천면 금감로 1550-2,경상북도
S150001656,8781045,경상북도 김천시 개령면 감문로 277,경상북도
S150001657,8781046,경상북도 김천시 개령면 동부길 60,경상북도
S150001669,8781049,경상북도 김천시 구읍길 57,경상북도
S150001672,8781050,경상북도 김천시 영남대로 1286,경상북도
S150001674,8781051,경상북도 김천시 황산로 83-15,경상북도
S150001675,8781053,경상북도 김천시 모암사랑10길 6,경상북도
S150001676,8781054,경상북도 김천시 부곡맛고을1길 147,경상북도
S150001677,8781055,경상북도 김천시 원곡길 8,경상북도
S150001678,8781056,경상북도 김천시 신음3길 42,경상북도
S150001679,8781057,경상북도 김천시 김천로 156,경상북도
S150001680,8781058,경상북도 김천시 남산공원3길 12,경상북도
S150001682,8781059,경상북도 김천시 해오름1로1길7,경상북도
S150001685,8781102,경상북도 김천시 어모면 작점로 817,경상북도
S150001686,8781061,경상북도 김천시 대덕면 관기2길 21,경상북도
S150001688,8781062,경상북도 김천시 대항면 대룡로 82,경상북도
S150001696,8781064,경상북도 김천시 봉산면 봉계길 74-15,경상북도
S150001705,8781066,경상북도 김천시 어모면 어모문화1길 14,경상북도
S150001706,8781067,경상북도 김천시 아포읍 아포대로 1067,경상북도
S150001714,8781113,경상북도 김천시 용전4로3길 7,경상북도
S150001715,8781070,경상북도 김천시 감문면 문화로 6,경상북도
S150001721,8781071,경상북도 김천시 조마면 강곡1길 16-69,경상북도
S150001724,8781124,경상북도 김천시 증산면 증산1로 29,경상북도
S150001730,8781075,경상북도 김천시 대항면 대성향천길 1603,경상북도
S150001792,8841033,경상북도 문경시 가은읍 가은로 129,경상북도
S150001800,8841034,경상북도 문경시 농암면 농암길 44-14,경상북도
S150001804,8841035,경상북도 문경시 문경읍 여우목로 580,경상북도
S150001806,8841036,경상북도 문경시 동로면 노은2길 4,경상북도
S150001809,8841037,경상북도 문경시 마성면 동성길 80,경상북도
S150001814,8841038,경상북도 문경시 매봉로 75,경상북도
S150001816,8841039,경상북도 문경시 문경읍 청운로 23,경상북도
S150001820,8841040,경상북도 문경시 산북면 금천로 553-12,경상북도
S150001824,8841041,경상북도 문경시 산양면 산양로 51,경상북도
S150001831,8841042,경상북도 문경시 신기4길 15,경상북도
S150001834,8841043,경상북도 문경시 영순면 사근2길 14,경상북도
S150001837,8841044,경상북도 문경시 문경읍 갈평길 34,경상북도
S150001842,8841045,경상북도 문경시 유곡불정로 154,경상북도
S150001843,8841046,경상북도 문경시 중앙초등길 9,경상북도
S150001844,8841047,경상북도 문경시 중앙로 63-16,경상북도
S150001850,8841048,경상북도 문경시 호계면 막곡길 16,경상북도
S150001851,8841049,경상북도 문경시 호서로 117,경상북도
S150001926,8961025,경상북도 봉화군 봉화읍 교촌1길 37,경상북도
S150001930,8961026,경상북도 봉화군 봉화읍 봉화로 639,경상북도
S150001932,8961027,경상북도 봉화군 봉성면 다덕로 523-14,경상북도
S150001935,8961028,경상북도 봉화군 명호면 노루목재길 28,경상북도
S150001939,8961029,경상북도 봉화군 물야면 오록길 25,경상북도
S150001945,8961030,경상북도 봉화군 법전면 법전로 135,경상북도
S150001948,8961031,경상북도 봉화군 봉성면 봉명로 550,경상북도
S150001949,8961032,경상북도 봉화군 봉화읍 내성로7길 3,경상북도
S150001955,8961033,경상북도 봉화군 상운면 예봉로 1231,경상북도
S150001957,8961034,경상북도 봉화군 춘양면 춘양로 1424,경상북도
S150001959,8961035,경상북도 봉화군 석포면 석포로1길 33,경상북도
S150001964,8961036,경상북도 봉화군 소천면 소천로 1284,경상북도
S150001980,8961037,경상북도 봉화군 재산면 재산로 514,경상북도
S150001982,8961038,경상북도 봉화군 춘양면 의양로 24-1,경상북도
S150002042,8831044,경상북도 상주시 공검면 공검이안길 27,경상북도
