정보공시 학교코드,행정표준코드,도로명주소,시도명
S000003493,7004178,대구광역시 중구 달구벌대로 2150,대구광역시
S000003499,7004442,충청남도 공주시 하선길 47,충청남도
S000003503,7006149,광주광역시 북구 필문대로 55,광주광역시
S000003504,7006150,전라남도 목포시 안태길 13,전라남도
S000003506,7004088,대구광역시 달서구 도원남로 19,대구광역시
S000003511,7091367,서울특별시 서초구 서초중앙로 96,서울특별시
S000003526,7006350,경상남도 진주시 진양호로369번길 3,경상남도
S000003528,7003915,충청북도 청주시 서원구 청남로 2067,충청북도
S000003536,7003849,충청북도 청주시 흥덕구 강내면 가로수로 562,충청북도
S000003559,7004971,부산광역시 연제구 교대로 24,부산광역시
S000003563,7061128,서울특별시 종로구 대학로 64,서울특별시
S000003564,7004258,인천광역시 계양구 안남로 612,인천광역시
S000003565,C150029,제주특별자치도 제주시 일주동로 61,제주특별자치도
S000003596,8791046,경상북도 안동시 단원로 222,경상북도
S010000737,7091369,서울특별시 강남구 선릉로 29,서울특별시
S010000738,7091370,서울특별시 강남구 개포로 401,서울특별시
S010000739,7091371,서울특별시 강남구 삼성로4길 30,서울특별시
S010000741,7091372,서울특별시 강남구 개포로 263,서울특별시
S010000742,7091373,서울특별시 강남구 강남대로120길 33,서울특별시
S010000743,7091374,서울특별시 강남구 남부순환로 3022,서울특별시
S010000744,7091375,서울특별시 강남구 선릉로 209,서울특별시
S010000745,7091376,서울특별시 강남구 광평로20길 27,서울특별시
S010000746,7091377,서울특별시 강남구 헌릉로618길 8,서울특별시
S010000747,7091378,서울특별시 강남구 개포로109길 74,서울특별시
S010000748,7091379,서울특별시 강남구 양재대로55길 28,서울특별시
S010000749,7091380,서울특별시 강남구 양재천로 363,서울특별시
S010000750,7091381,서울특별시 강남구 역삼로98길 16,서울특별시
S010000751,7091382,서울특별시 강남구 선릉로64길 33,서울특별시
S010000752,7091383,서울특별시 강남구 역삼로 313,서울특별시
S010000753,7091385,서울특별시 서초구 잠원로3길 28,서울특별시
S010000755,7091387,서울특별시 서초구 방배중앙로13길 26,서울특별시
S010000756,7091388,서울특별시 서초구 방배로18길 52,서울특별시
S010000757,7091389,서울특별시 서초구 효령로4길 58,서울특별시
S010000758,7091390,서울특별시 강남구 학동로 610,서울특별시
S010000759,7091391,서울특별시 강남구 봉은사로63길 22,서울특별시
S010000760,7091392,서울특별시 서초구 방배로 260,서울특별시
S010000761,7091393,서울특별시 서초구 고무래로 63,서울특별시
S010000762,7091394,서울특별시 서초구 서운로 35,서울특별시
S010000763,7091395,서울특별시 서초구 남부순환로339길 38,서울특별시
S010000764,7091396,서울특별시 서초구 서운로 178,서울특별시
S010000765,7091397,서울특별시 강남구 광평로51길 46,서울특별시
S010000766,7091398,서울특별시 강남구 압구정로18길 28,서울특별시
S010000767,7091399,서울특별시 서초구 나루터로 15,서울특별시
S010000768,7091400,서울특별시 서초구 남부순환로317길 15,서울특별시
S010000769,7091401,서울특별시 강남구 압구정로39길 29,서울특별시
S010000770,7091402,서울특별시 서초구 바우뫼로18길 14,서울특별시
S010000771,7091403,서울특별시 강남구 개포로 513,서울특별시
S010000772,7091404,서울특별시 서초구 헌릉로8길 42,서울특별시
S010000773,7091405,서울특별시 강남구 삼성로135길 42,서울특별시
S010000774,7091406,서울특별시 강남구 남부순환로363길 19,서울특별시
S010000775,7091407,서울특별시 강남구 강남대로66길 21,서울특별시
S010000776,7091408,서울특별시 강남구 일원로 21,서울특별시
S010000777,7091409,서울특별시 강남구 광평로31길 74,서울특별시
S010000778,7091410,서울특별시 서초구 바우뫼로7길 38,서울특별시
S010000779,7091411,서울특별시 서초구 고무래로 90-6,서울특별시
S010000780,7091412,서울특별시 서초구 사평대로45길 26,서울특별시
S010000781,7091413,서울특별시 서초구 방배천로4길 23,서울특별시
S010000782,7091414,서울특별시 강남구 영동대로4길 20,서울특별시
S010000783,7091415,서울특별시 서초구 신반포로16길 15-25,서울특별시
S010000784,7091416,서울특별시 강남구 압구정로71길 9,서울특별시
S010000785,7091417,서울특별시 강남구 개포로22길 87,서울특별시
S010000786,7091418,서울특별시 강남구 선릉로115길 42,서울특별시
S010000897,7130101,서울특별시 송파구 중대로20길 47,서울특별시
S010000898,7130102,서울특별시 송파구 송파대로37길 45,서울특별시
S010000899,7130103,서울특별시 송파구 중대로4길 8,서울특별시
S010000900,7130104,서울특별시 송파구 오금로40길 37,서울특별시
S010000901,7130105,서울특별시 강동구 동남로82길 94-54,서울특별시
S010000902,7130106,서울특별시 강동구 상암로14길 77,서울특별시
S010000903,7130108,서울특별시 강동구 아리수로98길 24,서울특별시
S010000904,7130110,서울특별시 송파구 마천로25길 18,서울특별시
S010000905,7130111,서울특별시 송파구 양산로2길 26,서울특별시
S010000906,7130112,서울특별시 강동구 아리수로82길 42,서울특별시
S010000907,7130113,서울특별시 강동구 고덕로46길 53,서울특별시
S010000908,7130114,서울특별시 강동구 구천면로93길 20,서울특별시
S010000909,7130115,서울특별시 강동구 양재대로116길 69,서울특별시
S010000910,7130116,서울특별시 송파구 성내천로 207,서울특별시
S010000911,7130117,서울특별시 강동구 상암로 271,서울특별시
S010000913,7130119,서울특별시 송파구 마천로61다길 24,서울특별시
S010000914,7130120,서울특별시 강동구 양재대로156길 11,서울특별시
S010000915,7130121,서울특별시 강동구 명일로 364,서울특별시
S010000916,7130122,서울특별시 강동구 고덕로38길 8,서울특별시
S010000917,7130123,서울특별시 강동구 동남로79길 46,서울특별시
S010000918,7130124,서울특별시 송파구 송이로34길 60,서울특별시
S010000919,7130125,서울특별시 송파구 문정로5길 20,서울특별시
S010000920,7130127,서울특별시 송파구 오금로27길 42,서울특별시
S010000921,7130128,서울특별시 송파구 위례성대로10길 4,서울특별시
S010000922,7130130,서울특별시 송파구 백제고분로28길 19,서울특별시
S010000923,7130131,서울특별시 강동구 천호대로 1477,서울특별시
S010000924,7130132,서울특별시 송파구 가락로11길 26,서울특별시
S010000925,7130133,서울특별시 강동구 진황도로61길 29,서울특별시
S010000926,7130134,서울특별시 강동구 올림픽로 837,서울특별시
S010000927,7130135,서울특별시 강동구 성내로3길 19,서울특별시
S010000928,7130136,서울특별시 강동구 성내로15길 33,서울특별시
S010000929,7130137,서울특별시 송파구 양재대로 1264,서울특별시
S010000930,7130139,서울특별시 송파구 석촌호수로 159,서울특별시
S010000931,7130140,서울특별시 송파구 백제고분로 400,서울특별시
S010000932,7130141,서울특별시 송파구 송이로 75,서울특별시
S010000933,7130142,서울특별시 강동구 명일로24길 33,서울특별시
S010000934,7130143,서울특별시 강동구 올림픽로93길 33-16,서울특별시
S010000935,7130144,서울특별시 송파구 올림픽로 215,서울특별시
S010000936,7130145,서울특별시 송파구 올림픽로4길 59,서울특별시
S010000937,7130146,서울특별시 송파구 오금로57길 15,서울특별시
S010000938,7130147,서울특별시 송파구 위례성대로22길 11,서울특별시
S010000939,7130148,서울특별시 송파구 양재대로 1196,서울특별시
S010000941,7130150,서울특별시 송파구 올림픽로35길 122,서울특별시
S010000942,7130151,서울특별시 송파구 잠실로 32,서울특별시
S010000943,7130152,서울특별시 송파구 올림픽로35길 20,서울특별시
S010000944,7130153,서울특별시 송파구 올림픽로 95,서울특별시
S010000945,7130154,서울특별시 송파구 올림픽로12길 51,서울특별시
S010000946,7130156,서울특별시 송파구 송파대로36길 8,서울특별시
S010000947,7130157,서울특별시 강동구 성안로 200,서울특별시
S010000948,7130158,서울특별시 강동구 구천면로 266,서울특별시
S010000949,7130159,서울특별시 강동구 구천면로 310-11,서울특별시
S010000950,7130160,서울특별시 송파구 풍성로20길 44,서울특별시
S010000951,7130161,서울특별시 송파구 송파대로26길 22,서울특별시
S010000952,7130162,서울특별시 송파구 풍성로 43,서울특별시
S010000953,7130163,서울특별시 송파구 강동대로2길 13,서울특별시
S010000954,7130164,서울특별시 강동구 풍성로 261,서울특별시
S010001004,7081418,서울특별시 강서구 공항대로36길 74,서울특별시
S010001006,7081420,서울특별시 양천구 목동로 31,서울특별시
S010001007,7081421,서울특별시 양천구 오목로 31,서울특별시
S010001008,7081422,서울특별시 양천구 월정로 280,서울특별시
S010001009,7081423,서울특별시 양천구 신월로 97,서울특별시
S010001010,7081424,서울특별시 강서구 양천로 11,서울특별시
S010001011,7081425,서울특별시 양천구 안양천로 1009,서울특별시
S010001012,7081426,서울특별시 양천구 목동동로2길 54,서울특별시
S010001013,7081427,서울특별시 강서구 마곡서로 33,서울특별시
S010001014,7081428,서울특별시 강서구 마곡서1로 68 ,서울특별시
S010001015,7081429,서울특별시 양천구 중앙로23길 3,서울특별시
S010001016,7081430,서울특별시 강서구 강서로46길 23,서울특별시
S010001017,7081432,서울특별시 강서구 강서로56나길 34,서울특별시
S010001018,7081433,서울특별시 강서구 화곡로58길 86,서울특별시
S010001019,7081434,서울특별시 강서구 강서로56나길 140,서울특별시
S010001020,7081435,서울특별시 강서구 화곡로65길 90,서울특별시
S010001021,7081436,서울특별시 강서구 등촌로39길 71,서울특별시
S010001022,7081437,서울특별시 강서구 화곡로65길 124,서울특별시
S010001023,7081438,서울특별시 양천구 목동동로12길 12,서울특별시
S010001024,7081440,서울특별시 양천구 목동중앙로 204,서울특별시
S010001025,7081441,서울특별시 강서구 강서로45길 113,서울특별시
S010001026,7081442,서울특별시 강서구 양천로6길 92,서울특별시
S010001027,7081443,서울특별시 강서구 공항대로 491,서울특별시
S010001028,7081444,서울특별시 강서구 금낭화로 222,서울특별시
S010001029,7081445,서울특별시 양천구 목동로8길 19,서울특별시
S010001030,7081446,서울특별시 강서구 공항대로3길 18,서울특별시
S010001031,7081447,서울특별시 강서구 방화대로34길 2,서울특별시
S010001032,7081449,서울특별시 양천구 중앙로55길 72,서울특별시
S010001033,7081450,서울특별시 강서구 등촌로13자길 42-14,서울특별시
S010001034,7081452,서울특별시 양천구 남부순환로83길,서울특별시
S010001035,7081453,서울특별시 양천구 신목로5길 11-6,서울특별시
S010001036,7081454,서울특별시 양천구 목동서로10길 35,서울특별시
S010001037,7081455,서울특별시 양천구 남부순환로58길 32,서울특별시
S010001038,7081456,서울특별시 강서구 강서로31길 48,서울특별시
S010001039,7081457,서울특별시 강서구 곰달래로31가길 27,서울특별시
S010001040,7081458,서울특별시 양천구 오목로 101,서울특별시
S010001041,7081459,서울특별시 양천구 오목로23길 24,서울특별시
S010001042,7081460,서울특별시 양천구 중앙로 204,서울특별시
S010001043,7081461,서울특별시 양천구 목동로11길 30,서울특별시
S010001044,7081462,서울특별시 양천구 화곡로 16,서울특별시
S010001045,7081463,서울특별시 강서구 양천로 329,서울특별시
S010001046,7081464,서울특별시 양천구 목동중앙북로16길 57,서울특별시
S010001048,7081467,서울특별시 강서구 양천로73길 17,서울특별시
S010001049,7081468,서울특별시 강서구 양천로 646-28,서울특별시
S010001050,7081469,서울특별시 양천구 목동중앙로 70,서울특별시
S010001051,7081470,서울특별시 강서구 화곡로 263,서울특별시
S010001052,7081471,서울특별시 강서구 월정로 176,서울특별시
S010001053,7081472,서울특별시 양천구 목동중앙로 132,서울특별시
S010001054,7081473,서울특별시 양천구 목동남로 85,서울특별시
S010001055,7081475,서울특별시 강서구 방화대로50길 22,서울특별시
S010001056,7081476,서울특별시 양천구 목동중앙로3길 30-10,서울특별시
S010001057,7081477,서울특별시 양천구 신정로11길 74,서울특별시
S010001058,7081478,서울특별시 강서구 방화대로47길 43,서울특별시
S010001059,7081479,서울특별시 강서구 허준로 109,서울특별시
S010001060,7081480,서울특별시 강서구 초록마을로 28,서울특별시
S010001061,7081483,서울특별시 강서구 화곡로69길 9,서울특별시
S010001197,7041099,서울특별시 금천구 탑골로10길 45,서울특별시
S010001198,7041100,서울특별시 금천구 남부순환로 1304-11,서울특별시
S010001199,7041101,서울특별시 구로구 개봉로1다길 16-9,서울특별시
S010001200,7041102,서울특별시 구로구 개봉로16길 30-11,서울특별시
S010001201,7041103,서울특별시 구로구 개봉로11길 98,서울특별시
S010001202,7041104,서울특별시 구로구 중앙로 6,서울특별시
S010001203,7041106,서울특별시 구로구 경서로 31,서울특별시
S010001204,7041107,서울특별시 구로구 디지털로27길 76,서울특별시
S010001205,7041108,서울특별시 구로구 구로중앙로27나길 9,서울특별시
S010001206,7041109,서울특별시 구로구 구일로 68,서울특별시
S010001207,7041111,서울특별시 금천구 시흥대로24길 57,서울특별시
S010001208,7041112,서울특별시 금천구 탑골로5길 60,서울특별시
S010001209,7041113,서울특별시 영등포구 선유로55길 32,서울특별시
S010001210,7041114,서울특별시 영등포구 당산로 187,서울특별시
S010001211,7041115,서울특별시 영등포구 선유로 131,서울특별시
S010001212,7041116,서울특별시 영등포구 대방천로 206,서울특별시
S010001213,7041117,서울특별시 영등포구 대림로21길 6,서울특별시
S010001214,7041118,서울특별시 영등포구 여의대방로35길 14,서울특별시
S010001215,7041119,서울특별시 영등포구 신길로23길 43,서울특별시
S010001216,7041120,서울특별시 구로구 고척로 213,서울특별시
S010001217,7041121,서울특별시 영등포구 가마산로65길 22,서울특별시
S010001218,7041122,서울특별시 영등포구 도림로53길 32-9,서울특별시
S010001219,7041123,서울특별시 금천구 시흥대로104길 31,서울특별시
S010001220,7041124,서울특별시 구로구 구로중앙로14길 43,서울특별시
S010001221,7041125,서울특별시 금천구 범안로11길 3,서울특별시
S010001222,7041126,서울특별시 구로구 고척로21길 55,서울특별시
S010001223,7041127,서울특별시 금천구 독산로54길 102,서울특별시
S010001224,7041128,서울특별시 영등포구 문래로 104,서울특별시
S010001225,7041129,서울특별시 금천구 시흥대로47길 43-1,서울특별시
S010001226,7041130,서울특별시 금천구 시흥대로 460,서울특별시
S010001227,7041131,서울특별시 구로구 새말로 73,서울특별시
S010001228,7041132,서울특별시 금천구 시흥대로38길 78,서울특별시
S010001229,7041134,서울특별시 구로구 고척로33길 34,서울특별시
S010001230,7041135,서울특별시 금천구 독산로23길 26,서울특별시
S010001231,7041136,서울특별시 구로구 가마산로27길 69,서울특별시
S010001232,7041137,서울특별시 영등포구 대림로8길 25,서울특별시
S010001233,7041138,서울특별시 구로구 신도림로19길 44,서울특별시
S010001234,7041139,서울특별시 구로구 신도림로 26,서울특별시
S010001235,7041140,서울특별시 영등포구 도신로4길 32,서울특별시
S010001236,7041141,서울특별시 금천구 독산로36나길 21,서울특별시
S010001237,7041142,서울특별시 금천구 한내로 69-16,서울특별시
S010001238,7041143,서울특별시 영등포구 여의대방로 439,서울특별시
S010001239,7041144,서울특별시 금천구 문성로 62-15,서울특별시
S010001240,7041145,서울특별시 영등포구 국회대로53길 20,서울특별시
S010001241,7041146,서울특별시 영등포구 경인로 756,서울특별시
S010001242,7041147,서울특별시 영등포구 시흥대로173길 14,서울특별시
S010001243,7041149,서울특별시 구로구 도림로20길 57,서울특별시
S010001244,7041150,서울특별시 영등포구 도신로60길 23,서울특별시
S010001245,7041151,서울특별시 영등포구 도영로 22길 31,서울특별시
S010001246,7041152,서울특별시 구로구 남부순환로105길 218,서울특별시
S010001247,7041153,서울특별시 영등포구 양산로 185,서울특별시
S010001248,7041154,서울특별시 구로구 서해안로24길 22,서울특별시
S010001249,7041155,서울특별시 구로구 경인로19길 39,서울특별시
S010001250,7041156,서울특별시 구로구 경인로2길 10,서울특별시
S010001251,7041157,서울특별시 구로구 부일로 893,서울특별시
S010001252,7041158,서울특별시 영등포구 신길로 190,서울특별시
S010001253,7041159,서울특별시 영등포구 여의나루로2길 14,서울특별시
S010001254,7041160,서울특별시 금천구 독산로78다길 89,서울특별시
S010001255,7041161,서울특별시 금천구 탑골로 47-3,서울특별시
S010001394,7021079,서울특별시 동대문구 경희대로 26,서울특별시
S010001395,7021080,서울특별시 중랑구 신내로21길 55,서울특별시
S010001396,7021168,서울특별시 동대문구 회기로10길 63,서울특별시
S010001397,7021082,서울특별시 동대문구 한천로6길 21,서울특별시
S010001398,7021083,서울특별시 동대문구 전농로3길 23,서울특별시
S010001399,7021084,서울특별시 동대문구 답십리로60길 12,서울특별시
S010001400,7021085,서울특별시 중랑구 송림길 114,서울특별시
S010001401,7021086,서울특별시 중랑구 망우로72길 49,서울특별시
S010001402,7021087,서울특별시 중랑구 면목로30나길 38,서울특별시
S010001403,7021088,서울특별시 중랑구 면목로57길 32,서울특별시
S010001404,7021089,서울특별시 중랑구 면목로 434,서울특별시
S010001405,7021090,서울특별시 중랑구 용마공원로5길 32,서울특별시
S010001406,7021091,서울특별시 중랑구 용마산로100길 13,서울특별시
S010001408,7021093,서울특별시 중랑구 동일로138길 27,서울특별시
S010001409,7021095,서울특별시 동대문구 사가정로 193,서울특별시
S010001410,7021096,서울특별시 중랑구 신내로15길 110,서울특별시
S010001411,7021097,서울특별시 중랑구 동일로126가길 11,서울특별시
S010001412,7021098,서울특별시 중랑구 용마산로125나길 22,서울특별시
S010001413,7021099,서울특별시 동대문구 천호대로 177,서울특별시
S010001414,7021100,서울특별시 중랑구 동일로149길 46,서울특별시
S010001415,7021101,서울특별시 중랑구 봉화산로 188,서울특별시
S010001416,7021102,서울특별시 동대문구 장한로14길 61,서울특별시
S010001417,7021103,서울특별시 동대문구 천호대로13길 43,서울특별시
S010001418,7021104,서울특별시 중랑구 숙선옹주로 109,서울특별시
S010001419,7021105,서울특별시 동대문구 신이문로 16,서울특별시
S010001420,7021106,서울특별시 동대문구 답십리로 ,서울특별시
S010001421,7021107,서울특별시 동대문구 전농로 172,서울특별시
S010001422,7021108,서울특별시 동대문구 사가정로 66,서울특별시
S010001423,7021109,서울특별시 동대문구 전농로16길 61,서울특별시
S010001424,7021110,서울특별시 동대문구 무학로44길 25,서울특별시
S010001425,7021111,서울특별시 중랑구 면목로23길 20,서울특별시
S010001426,7021112,서울특별시 중랑구 봉우재로6길 26,서울특별시
S010001427,7021113,서울특별시 중랑구 동일로 665,서울특별시
S010001428,7021114,서울특별시 중랑구 신내로7가길 22,서울특별시
S010001429,7021115,서울특별시 중랑구 봉화산로 82,서울특별시
S010001430,7021116,서울특별시 동대문구 회기로25길 31,서울특별시
S010001431,7021117,서울특별시 동대문구 회기로 90,서울특별시
S010001432,7021118,서울특별시 동대문구 고산자로 518,서울특별시
S010001433,7021119,서울특별시 동대문구 망우로6길 48,서울특별시
S010001434,7021121,서울특별시 동대문구 장안벚꽃로 205,서울특별시
S010001576,7132080,서울특별시 동작구 강남초등길 15,서울특별시
S010001578,7132082,서울특별시 관악구 구암길 1,서울특별시
S010001579,7132083,서울특별시 관악구 난곡로35길 102,서울특별시
S010001580,7132084,서울특별시 관악구 난우길 40,서울특별시
S010001581,7132085,서울특별시 관악구 난향길 9,서울특별시
S010001582,7132086,서울특별시 관악구 남부순환로163길 14,서울특별시
S010001583,7132087,서울특별시 동작구 동작대로13길 22,서울특별시
S010001584,7132088,서울특별시 동작구 사당로23길 57-14,서울특별시
S010001585,7132089,서울특별시 동작구 장승배기로 160,서울특별시
S010001586,7132090,서울특별시 관악구 보라매로2길 23,서울특별시
S010001587,7132091,서울특별시 동작구 대방동1길 22,서울특별시
S010001588,7132092,서울특별시 동작구 동작대로29길 214,서울특별시
S010001589,7132093,서울특별시 동작구 신대방2길 14,서울특별시
S010001590,7132094,서울특별시 관악구 문성로 79,서울특별시
S010001591,7132096,서울특별시 동작구 노량진로26길 16-40,서울특별시
S010001592,7132097,서울특별시 관악구 행운1라길 17,서울특별시
S010001593,7132099,서울특별시 관악구 남현4길 51,서울특별시
S010001594,7132100,서울특별시 관악구 대학7길 52,서울특별시
S010001595,7132102,서울특별시 동작구 성대로21길 62,서울특별시
S010001596,7132104,서울특별시 동작구 알마타길 16,서울특별시
S010001597,7132105,서울특별시 동작구 사당로 146,서울특별시
S010001598,7132106,서울특별시 관악구 문성로28길 31,서울특별시
S010001599,7132107,서울특별시 관악구 양녕로6나길 1,서울특별시
S010001600,7132108,서울특별시 동작구 장승배기로 14,서울특별시
S010001601,7132109,서울특별시 관악구 신림로 114,서울특별시
S010001602,7132110,서울특별시 관악구 호암로 498,서울특별시
S010001603,7132111,서울특별시 동작구 만양로12가길 69,서울특별시
S010001604,7132112,서울특별시 동작구 등용로8길 3,서울특별시
S010001605,7132113,서울특별시 관악구 봉천로 505,서울특별시
S010001606,7132114,서울특별시 관악구 광신길 177,서울특별시
S010001607,7132115,서울특별시 동작구 서달로 115,서울특별시
S010001608,7132116,서울특별시 관악구 은천로 69,서울특별시
S010001609,7132117,서울특별시 관악구 낙성대로 23,서울특별시
S010001610,7132119,서울특별시 관악구 관악로5길 61,서울특별시
S010001611,7132120,서울특별시 동작구 솔밭로 47,서울특별시
S010001612,7132121,서울특별시 동작구 현충로 87,서울특별시
S010001613,7132122,서울특별시 동작구 서달로 135,서울특별시
S010001733,7051109,서울특별시 도봉구 시루봉로 53,서울특별시
S010001734,7051110,서울특별시 노원구 덕릉로 541,서울특별시
S010001735,7051112,서울특별시 노원구 한글비석로41가길 24,서울특별시
S010001736,7051113,서울특별시 노원구 동일로173길 12,서울특별시
S010001737,7051114,서울특별시 노원구 동일로192가길 16,서울특별시
S010001738,7051115,서울특별시 노원구 동일로230나길 32,서울특별시
S010001739,7051116,서울특별시 노원구 동일로 1625,서울특별시
S010001740,7051117,서울특별시 노원구 마들로3길 34,서울특별시
S010001741,7051118,서울특별시 도봉구 마들로 859-44,서울특별시
S010001742,7051119,서울특별시 노원구 동일로213길 52,서울특별시
S010001743,7051121,서울특별시 도봉구 도봉로173길 96,서울특별시
S010001744,7051122,서울특별시 노원구 한글비석로 566,서울특별시
S010001745,7051123,서울특별시 도봉구 도당로9길 34,서울특별시
S010001746,7051124,서울특별시 도봉구 삼양로146길 17,서울특별시
S010001747,7051125,서울특별시 노원구 중계로 178,서울특별시
S010001748,7051126,서울특별시 노원구 수락산로 237,서울특별시
S010001749,7051127,서울특별시 노원구 상계로9길 39,서울특별시
S010001750,7051128,서울특별시 노원구 노원로38길 34,서울특별시
S010001751,7051129,서울특별시 노원구 동일로216길 66,서울특별시
S010001752,7051130,서울특별시 노원구 한글비석로54길 119,서울특별시
S010001753,7051131,서울특별시 노원구 동일로221길 27,서울특별시
S010001754,7051132,서울특별시 노원구 덕릉로 443,서울특별시
S010001755,7051133,서울특별시 노원구 광운로2길 1,서울특별시
S010001756,7051134,서울특별시 노원구 동일로 1745,서울특별시
S010001757,7051135,서울특별시 노원구 중계로12길 9,서울특별시
S010001758,7051136,서울특별시 도봉구 노해로 179,서울특별시
S010001759,7051137,서울특별시 노원구 초안산로 29,서울특별시
S010001760,7051138,서울특별시 도봉구 시루봉로 173,서울특별시
S010001761,7051139,서울특별시 노원구 상계로 267,서울특별시
S010001762,7051140,서울특별시 도봉구 덕릉로60길 93,서울특별시
S010001763,7051141,서울특별시 도봉구 방학로 247-21,서울특별시
S010001764,7051142,서울특별시 도봉구 우이천로 120,서울특별시
S010001765,7051143,서울특별시 도봉구 우이천로 360,서울특별시
S010001766,7051144,서울특별시 노원구 월계로55길 48,서울특별시
S010001767,7051145,서울특별시 노원구 공릉로58길 36,서울특별시
S010001768,7051146,서울특별시 도봉구 시루봉로 285,서울특별시
S010001769,7051147,서울특별시 노원구 한글비석로52길 59,서울특별시
S010001770,7051148,서울특별시 노원구 한글비석로1길 81-11,서울특별시
S010001771,7051149,서울특별시 노원구 섬밭로 144,서울특별시
S010001772,7051150,서울특별시 노원구 덕릉로76길 18,서울특별시
S010001773,7051151,서울특별시 노원구 월계로45가길 10,서울특별시
S010001774,7051152,서울특별시 도봉구 노해로70길 96,서울특별시
S010001775,7051153,서울특별시 노원구 중계로 239,서울특별시
S010001776,7051154,서울특별시 도봉구 마들로13길 166,서울특별시
S010001777,7051155,서울특별시 노원구 한글비석로19길 39,서울특별시
S010001778,7051156,서울특별시 노원구 섬밭로 316,서울특별시
S010001779,7051157,서울특별시 노원구 섬밭로 241,서울특별시
S010001780,7051158,서울특별시 노원구 섬밭로 181,서울특별시
S010001781,7051159,서울특별시 도봉구 도봉로129길 54,서울특별시
S010001782,7051160,서울특별시 도봉구 방학로 32-28,서울특별시
S010001783,7051161,서울특별시 도봉구 해등로16길 81,서울특별시
S010001784,7051162,서울특별시 도봉구 덕릉로63길 46,서울특별시
S010001785,7051163,서울특별시 도봉구 해등로 103,서울특별시
S010001786,7051164,서울특별시 도봉구 노해로66길 84,서울특별시
S010001787,7051165,서울특별시 노원구 공릉로 431,서울특별시
S010001788,7051166,서울특별시 도봉구 해등로32길 11,서울특별시
S010001789,7051167,서울특별시 노원구 화랑로51나길 31,서울특별시
S010001790,7051168,서울특별시 노원구 노원로1길 36,서울특별시
S010001791,7051169,서울특별시 노원구 마들로 45,서울특별시
S010001792,7051170,서울특별시 노원구 한글비석로 506,서울특별시
S010001793,7051171,서울특별시 노원구 화랑로 815,서울특별시
S010001794,7051172,서울특별시 도봉구 노해로49길 69,서울특별시
S010001795,7051173,서울특별시 노원구 화랑로 621,서울특별시
S010001966,7031110,서울특별시 서대문구 경기대로9길 10,서울특별시
S010001967,7031111,서울특별시 서대문구 명지2길 32-20,서울특별시
S010001968,7031112,서울특별시 은평구 연서로29길 31,서울특별시
S010001969,7031113,서울특별시 서대문구 모래내로 441,서울특별시
S010001970,7031114,서울특별시 마포구 만리재옛길 13,서울특별시
S010001971,7031115,서울특별시 은평구 서오릉로15길 16,서울특별시
S010001972,7031117,서울특별시 서대문구 통일로 165,서울특별시
S010001973,7031118,서울특별시 은평구 녹번로1길 1,서울특별시
S010001974,7031119,서울특별시 서대문구 이화여대2길 27,서울특별시
S010001975,7031120,서울특별시 은평구 통일로69길 12-15,서울특별시
S010001976,7031121,서울특별시 은평구 연서로18길 17,서울특별시
S010001977,7031122,서울특별시 마포구 월드컵로25길 86,서울특별시
S010001978,7031123,서울특별시 마포구 도화2길 64,서울특별시
S010001979,7031124,서울특별시 마포구 방울내로5길 28,서울특별시
S010001980,7031125,서울특별시 서대문구 충정로 52,서울특별시
S010001981,7031126,서울특별시 서대문구 거북골로19길 20,서울특별시
S010001982,7031127,서울특별시 서대문구 북아현로1나길 22,서울특별시
S010001983,7031128,서울특별시 은평구 대서문길 42-3,서울특별시
S010001984,7031129,서울특별시 은평구 불광로 51,서울특별시
S010001985,7031130,서울특별시 은평구 가좌로 361,서울특별시
S010001986,7031131,서울특별시 마포구 월드컵북로 353,서울특별시
S010001987,7031133,서울특별시 마포구 독막로 113,서울특별시
S010001988,7031134,서울특별시 마포구 와우산로23길 20-27,서울특별시
S010001989,7031136,서울특별시 마포구 양화로3길 94,서울특별시
S010001990,7031137,서울특별시 마포구 성미산로7길 24,서울특별시
S010001991,7031138,서울특별시 마포구 월드컵로36길 34,서울특별시
S010001992,7031139,서울특별시 마포구 마포대로24길 42,서울특별시
S010001993,7031140,서울특별시 은평구 수색로16길 21,서울특별시
S010001994,7031141,서울특별시 은평구 진관1로 77-23,서울특별시
S010001995,7031142,서울특별시 마포구 월드컵북로38길 26,서울특별시
S010001996,7031143,서울특별시 은평구 가좌로 275-2,서울특별시
S010001997,7031144,서울특별시 마포구 대흥로 33,서울특별시
S010001998,7031145,서울특별시 마포구 굴레방로 6,서울특별시
S010001999,7031146,서울특별시 서대문구 통일로 321,서울특별시
S010002000,7031147,서울특별시 은평구 은평로3길 25,서울특별시
S010002001,7031148,서울특별시 서대문구 증가로12가길 49-50,서울특별시
S010002002,7031150,서울특별시 은평구 연서로 347,서울특별시
S010002003,7031151,서울특별시 은평구 백련산로2길 35,서울특별시
S010002004,7031152,서울특별시 은평구 연서로34길 22,서울특별시
S010002005,7031153,서울특별시 서대문구 연희로 136,서울특별시
S010002006,7031154,서울특별시 마포구 토정로37길 37,서울특별시
S010002007,7031155,서울특별시 마포구 백범로17길 9,서울특별시
S010002008,7031158,서울특별시 은평구 은평로 239,서울특별시
S010002009,7031159,서울특별시 은평구 가좌로6길 20,서울특별시
